customerid,contract_key,payment_method_key,service_key,churn_reason_key,count,tenure_months,monthly_charges,total_charges,churn_value,churn_score,cltv,is_churned,is_month_to_month,revenue_at_risk
7623-HKYRK,1,4,193,16,1,6,19.7,111.65,0,44,2276,False,True,0.0
0310-SUCIN,4,1,128,16,1,71,84.8,6046.1,0,28,5643,False,False,0.0
5197-PYEPU,4,2,308,16,1,42,94.45,3923.8,0,63,5643,False,False,0.0
6619-RPLQZ,5,4,193,16,1,45,20.85,892.15,0,32,2844,False,False,0.0
3275-RHRNE,4,2,32,16,1,28,60.0,1682.05,0,80,2797,False,False,0.0
3503-TYDAY,1,3,274,16,1,43,80.45,3398.9,0,35,5357,False,True,0.0
6901-GOGZG,6,3,241,16,1,60,84.95,4984.85,0,41,4104,False,False,0.0
7021-XSNYE,5,2,46,16,1,7,49.65,305.55,0,60,2750,False,False,0.0
9621-OUPYD,4,1,193,16,1,25,20.2,507.9,0,23,4129,False,False,0.0
8982-NHAVY,4,1,269,16,1,27,100.5,2673.45,0,50,5939,False,False,0.0
4307-KWMXE,1,3,21,16,1,10,35.75,389.8,0,59,2263,False,True,0.0
0141-YEAYS,2,1,282,16,1,27,86.45,2401.05,0,77,5990,False,True,0.0
2450-ZKEED,3,1,77,16,1,11,53.8,651.55,0,27,5899,False,False,0.0
3694-DELSO,1,2,35,16,1,4,38.55,156.1,0,40,3824,False,True,0.0
3893-JRNFS,2,1,10,16,1,68,39.9,2796.35,0,69,6270,False,True,0.0
9603-OAIHC,2,3,129,16,1,1,70.05,70.05,0,51,2469,False,True,0.0
1133-KXCGE,3,4,193,16,1,18,20.1,407.05,0,55,2910,False,False,0.0
0142-GVYSN,2,3,193,16,1,26,20.3,511.25,0,68,5712,False,True,0.0
1049-FYSYG,2,2,25,16,1,17,35.65,646.05,0,38,5977,False,True,0.0
8406-LNMHF,4,2,185,16,1,59,82.95,4903.15,0,61,5295,False,False,0.0
1821-BUCWY,6,4,105,16,1,30,55.65,1653.85,0,70,5445,False,False,0.0
0023-UYUPN,3,3,322,16,1,50,25.2,1306.3,0,61,4015,False,False,0.0
8314-DPQHL,3,4,46,16,1,9,50.8,463.6,0,47,5535,False,False,0.0
1465-WCZVT,1,4,193,16,1,3,19.65,60.65,0,31,4943,False,True,0.0
9481-SFCQY,2,2,75,16,1,14,59.8,824.85,0,51,5962,False,True,0.0
6360-SVNWV,2,2,161,16,1,31,73.55,2094.65,0,39,2057,False,True,0.0
0567-GGCAC,1,3,121,16,1,7,61.4,438.9,0,71,2845,False,True,0.0
8884-MRNSU,3,1,193,16,1,17,19.9,329.75,0,63,3526,False,False,0.0
2171-UDMFD,2,2,193,16,1,32,19.45,674.55,0,42,4363,False,True,0.0
9050-IKDZA,1,4,131,16,1,2,81.5,162.55,0,59,4267,False,True,0.0
9802-CAQUT,5,2,317,16,1,72,109.55,7887.25,0,27,5723,False,False,0.0
0187-WZNAB,1,4,161,16,1,27,74.4,1972.35,0,57,4331,False,True,0.0
1475-VWVDO,2,3,137,16,1,7,74.9,490.55,0,52,5335,False,True,0.0
1357-MVDOZ,2,1,75,16,1,11,59.65,683.25,0,71,2136,False,True,0.0
7602-MVRMB,6,1,305,16,1,72,110.45,8058.85,0,41,4754,False,False,0.0
1197-BVMVG,2,3,258,16,1,4,74.45,294.45,0,50,4093,False,True,0.0
5406-KGRMX,5,3,322,16,1,71,24.55,1719.15,0,74,4555,False,False,0.0
5968-HYJRZ,5,4,322,16,1,47,24.55,1160.45,0,78,3629,False,False,0.0
5198-EFNBM,4,3,155,16,1,57,90.65,5199.8,0,23,5636,False,False,0.0
7516-GMHUV,6,2,301,16,1,50,105.05,5163.3,0,40,5324,False,False,0.0
7140-ADSMJ,2,2,193,16,1,8,20.45,162.3,0,24,5624,False,True,0.0
2230-XTUWL,5,4,193,16,1,48,19.55,883.35,0,68,5461,False,False,0.0
7706-YLMQA,3,1,193,16,1,70,19.7,1341.5,0,72,6072,False,False,0.0
2585-KTFRE,2,1,118,16,1,1,70.45,70.45,0,53,2706,False,True,0.0
7994-UYIVZ,2,1,259,16,1,8,85.65,659.45,0,72,2512,False,True,0.0
7717-BICXI,5,4,193,16,1,60,20.55,1205.05,0,47,4020,False,False,0.0
6559-RAKOZ,4,3,265,16,1,49,97.95,4917.9,0,53,4301,False,False,0.0
4716-MRVEN,3,4,193,16,1,29,20.0,599.3,0,65,4128,False,False,0.0
2143-LJULT,6,2,322,16,1,67,25.25,1733.15,0,32,5887,False,False,0.0
3200-MNQTF,5,2,254,16,1,67,70.9,4677.1,0,80,4361,False,False,0.0
6164-HXUGH,1,4,193,16,1,6,19.85,119.3,0,31,5060,False,True,0.0
5630-IXDXV,2,3,285,16,1,47,106.35,4849.1,0,74,3723,False,True,0.0
0320-DWVTU,5,4,190,16,1,53,99.5,5424.25,0,23,4754,False,False,0.0
9135-MGVPY,6,4,128,16,1,69,84.7,5878.9,0,70,5345,False,False,0.0
1212-GLHMD,2,4,162,16,1,3,86.05,244.85,0,37,2500,False,True,0.0
7878-JGDKK,1,4,65,16,1,4,44.55,220.75,0,45,2124,False,True,0.0
1088-AUUZZ,6,2,247,16,1,56,75.85,4261.2,0,52,5314,False,False,0.0
6614-YWYSC,5,1,322,16,1,61,25.0,1501.75,0,78,6421,False,False,0.0
9588-OZDMQ,2,3,65,16,1,2,45.0,89.75,0,60,5225,False,True,0.0
6476-EPYZR,1,4,193,16,1,12,20.5,255.5,0,65,2891,False,True,0.0
1174-FGIFN,4,3,263,16,1,28,90.45,2509.25,0,74,5823,False,False,0.0
6620-HVDUJ,1,1,117,16,1,24,60.45,1440.75,0,56,5095,False,True,0.0
1032-MAELW,4,3,255,16,1,68,78.45,5333.35,0,67,5071,False,False,0.0
7641-TQFHN,5,4,265,16,1,39,100.55,3895.35,0,71,3124,False,False,0.0
1552-TKMXS,1,2,193,16,1,42,20.35,869.9,0,69,2127,False,True,0.0
8622-ZLFKO,2,3,275,16,1,6,90.75,512.25,0,54,4297,False,True,0.0
6188-UXBBR,4,2,193,16,1,38,20.25,814.75,0,25,4411,False,False,0.0
2333-KWEWW,5,2,193,16,1,18,20.05,388.6,0,20,2782,False,False,0.0
5702-SKUOB,1,4,193,16,1,4,19.6,93.45,0,66,4580,False,True,0.0
1134-YWTYF,2,3,85,16,1,27,53.8,1389.85,0,66,2563,False,True,0.0
6061-GWWAV,3,4,123,16,1,41,70.2,2894.55,0,56,5365,False,False,0.0
0679-TDGAK,3,3,104,16,1,50,75.5,4025.6,0,21,5141,False,False,0.0
6585-WCEWR,5,3,193,16,1,72,20.35,1354.4,0,41,4949,False,False,0.0
9067-YGSCA,3,2,322,16,1,70,26.05,1856.4,0,21,4467,False,False,0.0
9067-SQTNS,3,1,193,16,1,44,20.6,926.0,0,44,2471,False,False,0.0
1776-SPBWV,4,1,193,16,1,34,20.1,682.1,0,21,2272,False,False,0.0
8735-SDUFN,5,1,322,16,1,72,24.3,1778.7,0,55,4397,False,False,0.0
9668-PUGNU,6,3,322,16,1,71,24.5,1816.2,0,38,4058,False,False,0.0
9405-GPBBG,6,2,289,16,1,64,110.5,7069.25,0,64,5718,False,False,0.0
1926-QUZNN,6,1,322,16,1,72,25.25,1841.2,0,36,4551,False,False,0.0
7016-NVRIC,3,1,170,16,1,29,90.1,2656.7,0,55,3553,False,False,0.0
5829-NVSQN,4,1,110,16,1,23,68.75,1689.45,0,34,3519,False,False,0.0
9565-AXSMR,5,4,193,16,1,52,19.2,1054.75,0,78,4203,False,False,0.0
8869-LIHMK,6,1,321,16,1,64,115.1,7334.05,0,78,5213,False,False,0.0
0447-RXSGD,2,1,277,16,1,24,99.65,2404.85,0,47,5207,False,True,0.0
4927-WWOOZ,2,3,268,16,1,2,91.45,171.45,0,32,4889,False,True,0.0
5788-YPOEG,5,4,128,16,1,34,84.75,2839.45,0,51,2020,False,False,0.0
0661-KBKPA,4,4,209,16,1,53,78.75,3942.45,0,73,5052,False,False,0.0
9081-WWXKP,5,2,193,16,1,47,20.25,873.4,0,38,2070,False,False,0.0
0784-ZQJZX,5,2,193,16,1,72,19.9,1529.65,0,72,5730,False,False,0.0
3133-PZNSR,6,2,311,16,1,72,97.75,6991.6,0,46,4054,False,False,0.0
0722-SVSFK,2,3,144,16,1,7,100.4,715.0,0,56,5041,False,True,0.0
3612-YVGSJ,6,2,322,16,1,71,24.45,1681.6,0,77,4742,False,False,0.0
9825-YCXWZ,4,1,144,16,1,41,101.1,4016.2,0,38,2227,False,False,0.0
5397-NSKQG,5,2,36,16,1,67,50.9,3281.65,0,62,5281,False,False,0.0
8565-HBFNN,4,2,319,16,1,69,107.2,7317.1,0,51,5935,False,False,0.0
2000-DHJUY,6,1,257,16,1,70,92.2,6474.45,0,44,5264,False,False,0.0
8670-ERCJH,5,1,321,16,1,72,113.4,8164.1,0,56,6347,False,False,0.0
7758-UJWYS,6,3,7,16,1,34,40.55,1325.85,0,31,3897,False,False,0.0
2050-ONYDQ,5,2,322,16,1,65,26.0,1654.85,0,72,5352,False,False,0.0
7055-JCGNI,6,2,321,16,1,70,111.95,7795.95,0,25,4182,False,False,0.0
0739-UUAJR,6,2,44,16,1,72,53.8,3952.45,0,28,4954,False,False,0.0
4826-DXMUP,4,4,72,16,1,35,72.1,2495.15,0,45,5510,False,False,0.0
7285-KLOTR,3,3,237,16,1,12,78.85,876.75,0,55,2495,False,False,0.0
0654-PQKDW,4,1,111,16,1,62,70.75,4263.45,0,24,4133,False,False,0.0
7175-NTIXE,2,2,104,16,1,25,76.15,1992.95,0,32,3955,False,True,0.0
7963-SHNDT,5,4,53,16,1,52,39.1,1982.1,0,52,4247,False,False,0.0
9796-BPKIW,2,2,129,16,1,8,69.95,562.7,0,47,2939,False,True,0.0
0188-GWFLE,1,4,193,16,1,2,20.05,33.7,0,59,4978,False,True,0.0
8129-GMVGI,5,4,193,16,1,56,20.05,1090.1,0,59,5172,False,False,0.0
2882-DDZPG,1,1,193,16,1,12,19.45,227.45,0,76,4862,False,True,0.0
3547-LQRIK,3,3,322,16,1,47,26.9,1250.85,0,47,2382,False,False,0.0
9137-NOQKA,1,3,193,16,1,2,19.2,37.2,0,24,4577,False,True,0.0
5843-TTHGI,2,4,73,16,1,18,50.0,892.7,0,49,4952,False,True,0.0
1849-RJYIG,2,3,99,16,1,8,60.0,487.75,0,29,5862,False,True,0.0
8868-GAGIO,2,4,298,16,1,45,84.55,3713.95,0,44,3289,False,True,0.0
4061-UKJWL,1,4,65,16,1,3,45.45,141.7,0,72,3666,False,True,0.0
5380-XPJNZ,3,4,193,16,1,38,20.05,678.2,0,27,4539,False,False,0.0
8263-QMNTJ,6,3,321,16,1,72,115.55,8425.3,0,58,5890,False,False,0.0
3230-JCNZS,6,2,316,16,1,71,99.0,7061.65,0,74,4305,False,False,0.0
0277-ORXQS,5,1,8,16,1,66,50.55,3364.55,0,30,4652,False,False,0.0
7996-BPXHY,6,1,322,16,1,13,25.0,332.5,0,21,4734,False,False,0.0
3227-WLKLI,5,1,257,16,1,65,91.55,5963.95,0,26,4921,False,False,0.0
2266-FUBDZ,5,4,193,16,1,15,19.35,278.85,0,54,2742,False,False,0.0
8237-ULIXL,5,2,322,16,1,72,24.85,1871.85,0,78,4067,False,False,0.0
8216-AZUUZ,6,3,144,16,1,42,100.4,4303.65,0,76,3265,False,False,0.0
9153-BTBVV,5,1,322,16,1,71,25.0,1753.0,0,79,4066,False,False,0.0
5186-PEIZU,1,1,193,16,1,35,19.25,617.65,0,67,4988,False,True,0.0
1074-AMIOH,2,1,160,16,1,53,108.25,5935.1,0,73,5989,False,True,0.0
4361-FEBGN,5,2,193,16,1,48,20.15,982.95,0,43,4399,False,False,0.0
7748-UMTRK,2,3,265,16,1,30,101.3,2974.5,0,34,2440,False,True,0.0
0380-ZCSBI,1,2,193,16,1,10,20.0,198.7,0,66,2411,False,True,0.0
7145-FEJWU,2,3,285,16,1,12,105.3,1275.65,0,72,5913,False,True,0.0
6463-MVYRY,5,1,111,16,1,57,69.85,4003.0,0,72,4759,False,False,0.0
3969-JQABI,2,2,115,16,1,58,65.25,3791.6,0,64,5912,False,True,0.0
9624-EGDEQ,5,4,193,16,1,37,19.8,813.3,0,61,5336,False,False,0.0
1051-EQPZR,1,4,193,16,1,44,19.6,780.25,0,36,5584,False,True,0.0
5849-ASHZJ,3,2,193,16,1,27,20.05,552.9,0,65,2400,False,False,0.0
5780-INQIK,1,3,69,16,1,8,49.4,408.25,0,48,2907,False,True,0.0
4526-ZJJTM,1,1,154,16,1,25,88.4,2191.15,0,51,4849,False,True,0.0
8384-FZBJK,2,3,277,16,1,57,100.6,5611.7,0,48,6351,False,True,0.0
3750-RNQKR,1,4,193,16,1,12,19.45,246.25,0,33,4788,False,True,0.0
0962-CQPWQ,5,1,193,16,1,62,20.3,1296.15,0,56,4574,False,False,0.0
3096-YXENJ,6,1,289,16,1,65,107.65,7082.85,0,25,4193,False,False,0.0
1265-BCFEO,6,1,209,16,1,71,80.45,5662.25,0,75,4518,False,False,0.0
5837-LXSDN,4,2,83,16,1,21,58.85,1215.45,0,25,2845,False,False,0.0
5945-AZYHT,4,3,317,16,1,71,109.6,7854.15,0,22,4564,False,False,0.0
8325-QRPZR,2,3,137,16,1,7,75.15,525.0,0,50,4216,False,True,0.0
6384-VMJHP,6,2,126,16,1,72,73.0,5265.2,0,80,5127,False,False,0.0
2262-SLNVK,1,3,129,16,1,1,70.1,70.1,0,74,2475,False,True,0.0
7730-CLDSV,6,1,287,16,1,72,98.65,7129.45,0,78,4616,False,False,0.0
1135-HIORI,4,3,289,16,1,64,111.45,7266.95,0,74,5129,False,False,0.0
0164-APGRB,6,3,321,16,1,72,114.9,8496.7,0,69,4589,False,False,0.0
6481-ESCNL,1,1,269,16,1,29,100.55,2878.75,0,53,4847,False,True,0.0
1790-NESIO,6,4,193,16,1,13,20.4,261.3,0,76,4883,False,False,0.0
1550-EENBN,1,3,309,16,1,31,104.35,3205.6,0,78,5320,False,True,0.0
8198-RKSZG,1,2,217,16,1,14,80.45,1137.05,0,26,5772,False,True,0.0
9297-EONCV,6,1,257,16,1,72,91.35,6697.2,0,52,5378,False,False,0.0
1069-QJOEE,3,3,193,16,1,25,19.9,505.45,0,76,4134,False,False,0.0
7799-DSEWS,2,3,111,16,1,18,68.35,1299.8,0,47,5993,False,True,0.0
8766-PAFNE,6,2,96,16,1,71,79.1,5564.85,0,29,5872,False,False,0.0
5315-CKEQK,4,3,194,16,1,28,51.0,1381.8,0,44,5195,False,False,0.0
3130-ICDUP,1,2,290,16,1,2,80.55,188.1,0,40,5346,False,True,0.0
0820-FNRNX,2,4,222,16,1,17,66.7,1077.05,0,46,2814,False,True,0.0
0880-FVFWF,2,3,306,16,1,56,86.4,4922.4,0,64,4449,False,True,0.0
4611-ANLQC,3,3,58,16,1,60,50.05,2911.5,0,65,5493,False,False,0.0
4213-HKBJO,5,2,322,16,1,33,25.7,826.1,0,39,3378,False,False,0.0
2792-LSHWX,2,4,181,16,1,1,83.4,83.4,0,26,5960,False,True,0.0
0014-BMAQU,6,2,294,16,1,63,84.65,5377.8,0,49,4604,False,False,0.0
9018-PCIOK,6,4,90,16,1,55,64.75,3617.1,0,36,4634,False,False,0.0
4837-QUSFT,4,1,312,16,1,65,100.15,6643.5,0,72,4915,False,False,0.0
9953-ZMKSM,5,4,322,16,1,63,25.25,1559.3,0,79,4530,False,False,0.0
0907-HQNTS,6,2,321,16,1,70,113.0,7987.6,0,47,4588,False,False,0.0
7665-NKLAV,5,2,45,16,1,36,40.65,1547.35,0,44,2564,False,False,0.0
4391-LNRXK,2,1,158,16,1,22,94.95,2142.8,0,28,4242,False,True,0.0
8250-ZNGGW,1,2,117,16,1,5,59.9,287.85,0,35,3662,False,True,0.0
8562-GHPPI,1,2,193,16,1,1,19.8,19.8,0,22,3129,False,True,0.0
5893-PYOLZ,6,2,96,16,1,56,81.8,4534.45,0,75,4399,False,False,0.0
4986-MXSFP,2,4,193,16,1,2,20.0,40.9,0,39,2237,False,True,0.0
6131-FOYAS,2,3,234,16,1,35,59.6,2094.9,0,27,2187,False,True,0.0
3027-YNWZU,5,2,322,16,1,64,25.0,1584.8,0,61,5538,False,False,0.0
5609-IMCGG,2,2,298,16,1,15,84.35,1302.65,0,35,3314,False,True,0.0
4727-MCYZG,1,4,66,16,1,1,55.55,55.55,0,35,2207,False,True,0.0
9481-WHGWY,5,2,104,16,1,70,75.35,5437.75,0,64,6477,False,False,0.0
4328-VUFWD,3,3,70,16,1,39,59.3,2209.15,0,42,5843,False,False,0.0
3301-LSLWQ,2,3,227,16,1,29,66.1,1912.15,0,72,5590,False,True,0.0
7473-ZBDSN,5,4,193,16,1,14,18.8,255.55,0,28,5751,False,False,0.0
3166-PNEOF,5,2,241,16,1,61,86.45,5175.3,0,74,4471,False,False,0.0
5639-NTUPK,2,2,97,16,1,13,52.1,670.65,0,34,4929,False,True,0.0
8780-YRMTT,6,4,61,16,1,66,47.4,3177.25,0,27,6435,False,False,0.0
5140-FOMCQ,4,2,317,16,1,59,109.15,6557.75,0,67,5186,False,False,0.0
6242-SGYTS,4,2,308,16,1,62,94.95,5791.85,0,27,4262,False,False,0.0
8166-ORCHU,4,3,182,16,1,33,93.55,3055.5,0,21,4414,False,False,0.0
8414-OOEEL,6,2,96,16,1,66,79.5,5196.1,0,66,4285,False,False,0.0
8454-AATJP,5,2,321,16,1,72,115.05,8405.0,0,46,5905,False,False,0.0
4531-AUZNK,4,4,296,16,1,51,95.15,5000.05,0,21,6492,False,False,0.0
4191-XOVOM,1,3,281,16,1,63,105.4,6713.2,0,66,4551,False,True,0.0
2150-OEGBV,3,1,193,16,1,27,20.1,562.6,0,28,3428,False,False,0.0
1855-CFULU,1,4,193,16,1,4,20.05,91.45,0,20,3460,False,True,0.0
4878-BUNFV,5,4,193,16,1,42,20.7,828.85,0,76,5320,False,False,0.0
1872-EBWSC,3,4,193,16,1,29,20.35,617.35,0,66,4840,False,False,0.0
7026-YMSBE,3,4,193,16,1,30,19.7,625.05,0,59,3302,False,False,0.0
6997-UVGOX,5,1,128,16,1,71,85.45,6029.9,0,44,5394,False,False,0.0
9674-EHPPG,5,2,45,16,1,46,40.4,1842.7,0,44,2519,False,False,0.0
5440-VHLUL,4,1,281,16,1,69,105.2,7386.05,0,47,6247,False,False,0.0
5781-BKHOP,5,1,316,16,1,72,100.65,7334.05,0,20,6380,False,False,0.0
5213-TWWJU,1,3,142,16,1,28,91.0,2626.15,0,66,2448,False,True,0.0
8628-MFKAX,6,2,321,16,1,72,116.75,8277.05,0,68,5098,False,False,0.0
7629-WIXZF,4,3,98,16,1,7,59.1,369.25,0,29,4770,False,False,0.0
5445-GLVOT,2,3,97,16,1,22,49.8,1049.05,0,29,4667,False,True,0.0
3976-HXHCE,5,1,193,16,1,72,19.3,1414.8,0,42,4722,False,False,0.0
2466-NEJOJ,1,2,193,16,1,8,19.65,169.75,0,38,4535,False,True,0.0
0254-KCJGT,4,2,255,16,1,52,81.4,4354.45,0,64,4628,False,False,0.0
5472-CVMDX,5,4,45,16,1,68,38.9,2719.2,0,45,5278,False,False,0.0
6461-SZMCV,5,1,257,16,1,71,87.95,6365.35,0,71,4278,False,False,0.0
8150-QUDFX,1,4,193,16,1,2,19.85,51.6,0,64,3300,False,True,0.0
9508-ILZDG,2,3,280,16,1,34,96.35,3190.25,0,32,5425,False,True,0.0
2346-DJQTB,1,3,1,16,1,35,24.15,812.5,0,75,5097,False,True,0.0
1697-LYYYX,3,2,193,16,1,61,19.1,1143.8,0,57,4376,False,False,0.0
1942-OQFRW,1,3,65,16,1,1,44.0,44.0,0,61,2785,False,True,0.0
9640-ZSLDC,3,2,74,16,1,53,60.6,3297.0,0,38,4854,False,False,0.0
4231-LZUYM,5,1,322,16,1,72,25.65,1887.0,0,22,5613,False,False,0.0
6128-AQBMT,2,3,28,16,1,41,53.95,2215.4,0,46,3920,False,True,0.0
3594-BDSOA,3,2,193,16,1,24,20.4,482.8,0,79,3071,False,False,0.0
5133-VRSAB,1,4,33,16,1,8,29.35,216.45,0,59,5369,False,True,0.0
5996-DAOQL,2,4,193,16,1,1,20.45,20.45,0,80,2184,False,True,0.0
6838-YAUVY,6,1,271,16,1,54,95.1,5064.85,0,67,4825,False,False,0.0
0484-JPBRU,2,1,322,16,1,41,25.25,996.45,0,40,3461,False,True,0.0
7883-ROJOC,1,4,65,16,1,19,44.9,839.65,0,76,5842,False,True,0.0
0244-LGNFY,5,1,257,16,1,72,92.65,6733.0,0,75,6342,False,False,0.0
7274-CGTOD,6,1,61,16,1,62,43.7,2618.3,0,58,5254,False,False,0.0
4295-YURET,6,2,104,16,1,56,72.6,4084.35,0,79,6357,False,False,0.0
4635-EJYPD,5,4,193,16,1,32,18.95,613.95,0,49,4735,False,False,0.0
1866-ZSLJM,1,2,193,16,1,21,20.5,402.85,0,75,5654,False,True,0.0
4636-TVXVG,3,1,193,16,1,62,19.95,1244.8,0,32,4803,False,False,0.0
4236-UJPWO,1,3,1,16,1,2,24.5,46.4,0,54,5786,False,True,0.0
9392-XBGTD,5,4,193,16,1,27,20.6,581.85,0,56,2924,False,False,0.0
6402-SSEJG,3,3,60,16,1,25,61.05,1540.2,0,76,3695,False,False,0.0
1169-SAOCL,4,1,281,16,1,49,106.65,5168.1,0,27,5154,False,False,0.0
1110-KYLGQ,1,2,317,16,1,63,108.25,6780.1,0,39,5331,False,True,0.0
9929-PLVPA,1,2,193,16,1,4,20.4,94.5,0,65,4929,False,True,0.0
3518-PZXZQ,2,4,67,16,1,1,55.3,55.3,0,37,2849,False,True,0.0
2371-JUNGC,1,4,193,16,1,11,20.25,208.0,0,33,4032,False,True,0.0
7693-QPEFS,2,1,258,16,1,52,72.95,3829.75,0,72,4368,False,True,0.0
0924-BJCRC,1,3,275,16,1,60,89.45,5294.6,0,44,4340,False,True,0.0
5074-FBGHB,4,2,273,16,1,64,104.65,6889.8,0,80,6443,False,False,0.0
2351-BKRZW,5,1,108,16,1,43,75.2,3254.35,0,23,3976,False,False,0.0
4455-BFSPD,3,1,265,16,1,61,101.15,6383.9,0,79,5177,False,False,0.0
3948-KXDUF,5,1,254,16,1,66,68.75,4447.55,0,60,5454,False,False,0.0
2323-ARSVR,6,3,192,16,1,67,111.05,7321.05,0,67,6103,False,False,0.0
0815-MFZGM,6,2,144,16,1,42,99.0,4135.0,0,76,4545,False,False,0.0
5480-XTFFL,5,4,193,16,1,31,21.0,697.7,0,24,5225,False,False,0.0
8295-FHIVV,2,4,193,16,1,7,19.4,168.65,0,56,5873,False,True,0.0
9086-YJYXS,3,1,205,16,1,34,77.2,2753.8,0,58,3997,False,False,0.0
1179-INLAT,4,4,193,16,1,3,19.45,69.25,0,32,2787,False,False,0.0
7909-FIOIY,2,4,1,16,1,19,24.85,434.8,0,39,2958,False,True,0.0
6351-SCJKT,1,4,45,16,1,3,41.35,107.25,0,46,5534,False,True,0.0
5468-BPMMO,1,3,193,16,1,46,19.6,851.2,0,59,5092,False,True,0.0
0197-PNKNK,3,1,298,16,1,69,84.45,5848.6,0,49,5629,False,False,0.0
2439-QKJUL,1,4,193,16,1,5,20.25,109.8,0,44,5064,False,True,0.0
1194-SPVSP,1,1,193,16,1,1,19.65,19.65,0,79,3625,False,True,0.0
9534-NSXEM,4,2,193,16,1,26,20.65,595.5,0,79,2194,False,False,0.0
8929-KSWIH,5,1,144,16,1,25,99.3,2513.5,0,23,3847,False,False,0.0
2250-IVBWA,1,3,177,16,1,64,81.05,5135.35,0,48,5168,False,True,0.0
1810-MVMAI,1,3,254,16,1,30,67.6,2000.2,0,33,4104,False,True,0.0
9506-UXUSK,2,3,129,16,1,13,70.15,931.75,0,30,4599,False,True,0.0
1229-RCALF,4,3,321,16,1,64,115.0,7396.15,0,45,5189,False,False,0.0
3572-UOLYZ,2,1,270,16,1,46,84.8,3958.85,0,39,5756,False,True,0.0
1429-UYJSV,3,4,193,16,1,12,19.7,260.9,0,62,3423,False,False,0.0
6366-XIVKZ,2,4,106,16,1,13,63.15,816.8,0,46,5916,False,True,0.0
3470-OBUET,5,2,248,16,1,67,74.0,4868.4,0,35,4188,False,False,0.0
2770-NSVDG,1,3,9,16,1,24,29.1,688.0,0,33,4636,False,True,0.0
9375-MHRRS,1,4,69,16,1,6,50.05,288.35,0,34,3929,False,True,0.0
4860-YZGZM,1,3,193,16,1,10,20.0,185.4,0,63,2706,False,True,0.0
6599-GZWCM,4,4,145,16,1,13,74.65,966.25,0,40,4172,False,False,0.0
5533-NHFRF,2,3,22,16,1,7,44.4,265.8,0,77,3410,False,True,0.0
7037-MTYVW,6,1,241,16,1,38,85.4,3297.0,0,51,5292,False,False,0.0
4760-THGOT,2,3,307,16,1,43,94.1,4107.3,0,71,4392,False,True,0.0
4016-BJKTZ,5,3,289,16,1,25,108.9,2809.05,0,80,4398,False,False,0.0
6584-VQMYT,3,4,113,16,1,27,56.2,1567.55,0,42,5978,False,False,0.0
9838-BFCQT,5,4,322,16,1,72,26.1,1851.45,0,41,5475,False,False,0.0
2790-XUYMV,4,2,306,16,1,71,85.45,6028.95,0,48,4777,False,False,0.0
0581-MDMPW,2,2,268,16,1,24,88.95,2072.75,0,37,5557,False,True,0.0
1023-BQXZE,6,1,108,16,1,57,74.35,4317.35,0,71,5548,False,False,0.0
9163-GHAYE,1,3,81,16,1,15,48.85,736.8,0,62,5584,False,True,0.0
3904-UKFRE,2,3,290,16,1,4,80.1,336.15,0,67,2333,False,True,0.0
5353-WILCI,1,3,113,16,1,28,56.05,1522.65,0,47,4468,False,True,0.0
0058-EVZWM,2,1,292,16,1,55,89.8,4959.6,0,42,5875,False,True,0.0
7009-PCARS,3,1,193,16,1,55,19.1,1001.5,0,66,4391,False,False,0.0
0519-DRGTI,1,4,193,16,1,20,20.35,442.6,0,49,2522,False,True,0.0
1017-FBQMM,4,2,281,16,1,62,106.05,6703.5,0,69,6361,False,False,0.0
1985-MBRYP,6,1,193,16,1,43,19.65,779.25,0,41,3678,False,False,0.0
9372-TXXPS,5,1,117,16,1,60,59.85,3483.45,0,54,4029,False,False,0.0
3259-QMXUN,6,3,253,16,1,58,86.1,4890.5,0,33,5666,False,False,0.0
1015-JPFYW,3,4,193,16,1,7,19.45,136.75,0,29,5084,False,False,0.0
6645-MXQJT,1,3,164,16,1,2,97.1,184.15,0,43,5745,False,True,0.0
4360-QRAVE,1,3,25,16,1,37,36.65,1315.0,0,72,2494,False,True,0.0
8433-WPJTV,4,1,273,16,1,65,103.9,6767.1,0,75,5669,False,False,0.0
5804-JMYIO,5,4,193,16,1,39,19.75,757.95,0,61,3944,False,False,0.0
6484-LATFU,5,4,322,16,1,68,24.55,1657.4,0,31,6042,False,False,0.0
7599-NTMDP,5,1,55,16,1,62,48.7,3008.55,0,26,5453,False,False,0.0
0536-ACXIP,6,3,317,16,1,72,109.55,8165.1,0,53,6452,False,False,0.0
0936-NQLJU,5,2,193,16,1,41,20.65,875.55,0,79,5062,False,False,0.0
1575-KRZZE,1,3,113,16,1,4,55.2,220.65,0,74,4042,False,True,0.0
3251-YMVWZ,3,1,322,16,1,53,24.05,1301.9,0,20,4865,False,False,0.0
4884-LEVMQ,6,1,193,16,1,39,20.45,790.0,0,80,2165,False,False,0.0
8857-CUPFQ,5,4,193,16,1,63,19.25,1237.65,0,20,4538,False,False,0.0
7610-TVOPG,2,3,322,16,1,15,26.35,378.6,0,73,2723,False,True,0.0
3638-DIMPH,3,3,65,16,1,13,43.8,592.65,0,40,4369,False,False,0.0
1845-ZLLIG,2,4,81,16,1,1,50.15,50.15,0,50,4014,False,True,0.0
8559-WNQZS,5,4,193,16,1,1,20.45,20.45,0,27,5925,False,False,0.0
